Transaction_ID,Date,Origin_Facility,Destination_City,Vehicle_Type,Route_Type,Distance_KM,Package_Weight_KG,Traffic_Conditions,Carbon_Emission_kgCO2e,Is_Eco_Friendly
TRX-3F2EE037,2025-04-16,Jakarta Fulfillment Center,Josephville,Motorcycle (Courier),Inter-District,38.1,8.0,High,4.698,0
TRX-46F945BF,2025-02-08,Surabaya Warehouse,Port Heather,Motorcycle (Courier),Inter-District,6.0,13.7,Severe Congestion,0.935,0
TRX-D2E7E583,2025-02-03,Bandung Hub,Christopherhaven,Electric Van (EV),Mixed Route,147.0,9.1,Low,7.042,1
TRX-AE850D74,2025-08-06,Jakarta Fulfillment Center,Hendricksside,Electric Van (EV),Mixed Route,134.2,1.3,Normal,6.581,1
TRX-630D6F45,2025-05-26,Surabaya Warehouse,New Kristinestad,Cargo Bicycle,Urban Last Mile,12.6,5.2,Normal,0.0,1
TRX-EF78A306,2025-12-25,Semarang Depot,Sabrinaside,Electric Van (EV),Mixed Route,18.2,21.2,High,0.951,1
TRX-D2A2CC8A,2025-08-13,Bandung Hub,Kleinside,Diesel Van (Euro 6),Mixed Route,134.7,11.7,Normal,26.428,0
TRX-DD3D1095,2025-12-29,Jakarta Fulfillment Center,Nicoleview,Electric Van (EV),Mixed Route,55.1,3.6,Normal,2.517,1
TRX-5B329D96,2025-05-21,Semarang Depot,South Patriciamouth,Diesel Van (Euro 4),Mixed Route,33.2,18.5,Normal,8.967,0
TRX-1AEF6989,2025-08-08,Jakarta Fulfillment Center,Ericland,Electric Van (EV),Mixed Route,99.1,8.5,Low,4.777,1
TRX-BBA524A7,2025-03-01,Semarang Depot,New Stevenside,Electric Van (EV),Mixed Route,89.1,7.4,High,4.772,1
TRX-9C397A47,2025-11-03,Medan Distribution,Rhondaside,Diesel Van (Euro 4),Mixed Route,132.0,17.7,High,47.627,0
TRX-9AA6348A,2025-10-11,Bandung Hub,Lake Robertostad,Heavy Truck,Inter-City,715.0,4014.7,Low,579.628,0
TRX-1D0AFC6D,2025-03-14,Medan Distribution,Rosefort,Drone Delivery,Urban Last Mile,13.2,2.6,Normal,0.076,1
TRX-C319B2E1,2025-02-27,Bandung Hub,Port Robert,Diesel Van (Euro 4),Mixed Route,94.2,15.1,Severe Congestion,42.684,0
TRX-10B6D1A0,2025-09-23,Surabaya Warehouse,Simpsonshire,Drone Delivery,Urban Last Mile,1.4,17.4,Low,0.012,1
TRX-1BC240DD,2026-01-01,Jakarta Fulfillment Center,Smithfort,Heavy Truck,Inter-City,245.3,3050.1,Normal,249.867,0
TRX-C019F602,2025-05-14,Makassar Port,West Kaitlin,Drone Delivery,Urban Last Mile,1.3,6.4,Severe Congestion,0.009,1
TRX-43BCA00C,2025-02-08,Surabaya Warehouse,Melanietown,Heavy Truck,Inter-City,331.4,3982.6,Normal,331.905,0
TRX-8642FA13,2025-03-07,Semarang Depot,New Mary,Motorcycle (Courier),Inter-District,33.2,5.1,Low,2.653,0
TRX-3C83ED50,2025-03-10,Bandung Hub,South Ian,Cargo Bicycle,Urban Last Mile,11.9,5.0,Severe Congestion,0.0,1
TRX-38759268,2025-12-03,Semarang Depot,Higginsville,Cargo Bicycle,Urban Last Mile,13.9,4.8,Low,0.0,1
TRX-29AC3098,2025-03-31,Bandung Hub,Jaredton,Diesel Van (Euro 4),Mixed Route,118.1,22.0,High,42.378,0
TRX-B5A5FCBF,2025-03-03,Surabaya Warehouse,Robertsonfurt,Diesel Van (Euro 6),Mixed Route,75.4,3.3,Low,12.421,0
TRX-6A759014,2025-12-04,Medan Distribution,East Jessicaberg,Electric Van (EV),Mixed Route,104.5,13.8,Low,5.14,1
TRX-528D18F2,2025-12-02,Semarang Depot,West Oscar,Motorcycle (Courier),Inter-District,33.0,23.2,Normal,3.374,0
TRX-3BF9544B,2025-12-29,Surabaya Warehouse,North Julietown,Drone Delivery,Urban Last Mile,1.5,9.9,Normal,0.01,1
TRX-A483DD7A,2025-08-01,Semarang Depot,Andrewfort,Diesel Van (Euro 6),Mixed Route,37.1,28.8,Low,6.194,0
TRX-A2513E8D,2025-10-06,Surabaya Warehouse,North Amberland,Cargo Bicycle,Urban Last Mile,9.1,28.8,Normal,0.0,1
TRX-CD6ED4AD,2025-03-05,Surabaya Warehouse,East Evanborough,Motorcycle (Courier),Inter-District,22.8,24.6,High,3.102,0
TRX-E89E958B,2025-08-27,Surabaya Warehouse,New Jamesside,Diesel Van (Euro 6),Mixed Route,46.3,16.9,Normal,8.982,0
TRX-923F4874,2025-10-16,Jakarta Fulfillment Center,Leborough,Diesel Van (Euro 4),Mixed Route,101.9,4.7,Low,26.91,0
TRX-9F1F8F54,2025-10-29,Semarang Depot,Williamsland,Motorcycle (Courier),Inter-District,39.5,2.8,High,5.037,0
TRX-B868C3D9,2025-12-08,Jakarta Fulfillment Center,New Andrewshire,Drone Delivery,Urban Last Mile,10.9,14.5,Low,0.08,1
TRX-94790BB1,2025-03-01,Jakarta Fulfillment Center,Lake Paul,Motorcycle (Courier),Inter-District,21.5,19.1,High,2.807,0
TRX-019E1136,2025-04-24,Surabaya Warehouse,Smithmouth,Electric Van (EV),Mixed Route,64.1,18.8,Normal,3.258,1
TRX-A7AC837A,2025-10-28,Bandung Hub,East Michael,Motorcycle (Courier),Inter-District,33.3,5.7,High,3.955,0
TRX-B70A6410,2025-06-04,Medan Distribution,South Amberburgh,Diesel Van (Euro 6),Mixed Route,28.4,14.7,High,6.759,0
TRX-415B4C0B,2025-06-30,Surabaya Warehouse,South Kristenchester,Diesel Van (Euro 6),Mixed Route,122.4,8.2,Severe Congestion,37.976,0
TRX-73F7EBEB,2025-03-05,Makassar Port,New Johnnyshire,Drone Delivery,Urban Last Mile,4.1,8.1,Normal,0.027,1
TRX-3D44B31C,2025-11-09,Medan Distribution,Nicholasview,Drone Delivery,Urban Last Mile,3.0,27.1,Low,0.032,1
TRX-AFCEC7C5,2025-08-19,Medan Distribution,Jasonport,Diesel Van (Euro 4),Mixed Route,80.2,15.8,Normal,21.409,0
TRX-EBB35225,2025-04-12,Semarang Depot,Roseside,Cargo Bicycle,Urban Last Mile,11.8,4.5,Normal,0.0,1
TRX-64255FA5,2025-02-19,Surabaya Warehouse,Katherinefurt,Heavy Truck,Inter-City,339.2,4328.8,Severe Congestion,541.828,0
TRX-06FD8F31,2025-01-20,Bandung Hub,West Susanville,Motorcycle (Courier),Inter-District,31.6,5.6,Low,2.456,0
TRX-78471B55,2025-09-12,Surabaya Warehouse,Muellerberg,Cargo Bicycle,Urban Last Mile,9.1,6.6,Normal,0.0,1
TRX-35DCE79C,2025-07-12,Surabaya Warehouse,Port Kevinport,Electric Van (EV),Mixed Route,135.0,11.5,Severe Congestion,7.214,1
TRX-BCD85285,2025-06-05,Jakarta Fulfillment Center,Trevorburgh,Cargo Bicycle,Urban Last Mile,4.5,8.7,Normal,0.0,1
TRX-F1A4A7EE,2025-07-31,Makassar Port,Spencerville,Heavy Truck,Inter-City,223.3,2276.8,Normal,210.353,0
TRX-1867E331,2025-09-18,Bandung Hub,Walshview,Heavy Truck,Inter-City,511.2,3776.0,Low,445.339,0
TRX-20384950,2025-05-21,Bandung Hub,North Margaret,Cargo Bicycle,Urban Last Mile,9.3,15.8,Low,0.0,1
TRX-755F6A23,2025-02-04,Surabaya Warehouse,Stevenburgh,Heavy Truck,Inter-City,295.0,3990.3,Severe Congestion,411.451,0
TRX-DBB45ACD,2025-07-18,Jakarta Fulfillment Center,New Codymouth,Motorcycle (Courier),Inter-District,12.1,28.3,Low,1.151,0
TRX-812C40A4,2025-01-07,Surabaya Warehouse,South Patricia,Diesel Van (Euro 4),Mixed Route,67.1,26.8,High,26.185,0
TRX-0414BF70,2025-01-07,Jakarta Fulfillment Center,Port Kaitlin,Drone Delivery,Urban Last Mile,8.9,16.6,Normal,0.075,1
TRX-0B437419,2025-06-08,Bandung Hub,Port Kristen,Cargo Bicycle,Urban Last Mile,11.4,3.5,Low,0.0,1
TRX-632454CB,2025-11-09,Surabaya Warehouse,Brandonton,Motorcycle (Courier),Inter-District,31.4,2.3,High,4.114,0
TRX-EB3A31DF,2025-02-24,Surabaya Warehouse,Lake Antonioburgh,Drone Delivery,Urban Last Mile,8.9,16.9,High,0.078,1
TRX-EA775159,2025-05-10,Surabaya Warehouse,West Meredith,Heavy Truck,Inter-City,205.7,1758.8,Low,157.785,0
TRX-6B611416,2025-04-28,Surabaya Warehouse,Mariastad,Heavy Truck,Inter-City,628.8,2057.2,Low,544.094,0
TRX-C50A0D2E,2025-06-07,Semarang Depot,Cannonchester,Drone Delivery,Urban Last Mile,12.1,14.0,Normal,0.091,1
TRX-F75CC612,2025-09-14,Jakarta Fulfillment Center,Port Kellyville,Electric Van (EV),Mixed Route,57.5,13.4,High,3.125,1
TRX-79CDBEB4,2025-10-11,Bandung Hub,Walterville,Diesel Van (Euro 4),Mixed Route,25.4,18.9,High,9.635,0
TRX-0467C835,2025-05-18,Medan Distribution,North Kelly,Cargo Bicycle,Urban Last Mile,8.0,18.2,Normal,0.0,1
TRX-3EA960E4,2025-11-29,Semarang Depot,South Cassie,Heavy Truck,Inter-City,683.2,1626.9,Normal,581.453,0
TRX-09FFD5CC,2025-12-24,Jakarta Fulfillment Center,North Jesse,Cargo Bicycle,Urban Last Mile,12.2,4.1,Low,0.0,1
TRX-98C49611,2025-05-23,Jakarta Fulfillment Center,Nicholasfort,Diesel Van (Euro 6),Mixed Route,135.8,2.5,Normal,25.38,0
TRX-DA1FA600,2025-09-21,Jakarta Fulfillment Center,Brandonstad,Electric Van (EV),Mixed Route,106.3,4.1,Low,4.769,1
TRX-35565EDF,2025-01-24,Jakarta Fulfillment Center,Lake Thomasborough,Electric Van (EV),Mixed Route,70.3,1.9,Normal,3.357,1
TRX-44009C27,2025-12-02,Medan Distribution,East Michaelmouth,Motorcycle (Courier),Inter-District,30.4,17.6,High,4.043,0
TRX-7ADFEBAA,2025-05-07,Bandung Hub,West Nicole,Drone Delivery,Urban Last Mile,11.1,8.3,Severe Congestion,0.08,1
TRX-215AE23B,2025-12-03,Makassar Port,Christyton,Diesel Van (Euro 4),Mixed Route,66.6,23.8,Low,18.375,0
TRX-85B0F969,2025-12-24,Surabaya Warehouse,Martineztown,Diesel Van (Euro 4),Mixed Route,50.5,15.0,High,19.354,0
TRX-3569D88F,2025-12-30,Medan Distribution,Ortegaborough,Heavy Truck,Inter-City,736.2,2310.3,Normal,654.075,0
TRX-AF9DA805,2025-04-24,Semarang Depot,East Justin,Diesel Van (Euro 4),Mixed Route,110.8,3.4,High,37.83,0
TRX-F8E45D35,2025-04-10,Surabaya Warehouse,Burnshaven,Diesel Van (Euro 4),Mixed Route,116.3,6.1,High,40.124,0
TRX-3F0588DA,2025-06-23,Jakarta Fulfillment Center,South Alexandriafort,Diesel Van (Euro 4),Mixed Route,16.6,18.3,Normal,4.689,0
TRX-9068FB46,2025-07-17,Semarang Depot,Karaland,Diesel Van (Euro 4),Mixed Route,67.2,18.8,High,23.669,0
TRX-FA5A4D35,2025-10-27,Bandung Hub,South Barbara,Heavy Truck,Inter-City,211.5,1008.5,Normal,181.344,0
TRX-BB86CB9E,2025-10-18,Surabaya Warehouse,East Christophermouth,Electric Van (EV),Mixed Route,149.0,21.7,High,8.483,1
TRX-1389146C,2025-06-24,Surabaya Warehouse,South Danaland,Diesel Van (Euro 4),Mixed Route,48.8,18.8,Normal,14.302,0
TRX-02558CA9,2025-01-07,Semarang Depot,North Scottland,Diesel Van (Euro 6),Mixed Route,101.9,29.0,Low,15.711,0
TRX-DA16978C,2025-11-13,Bandung Hub,Zacharyfurt,Diesel Van (Euro 6),Mixed Route,144.5,24.5,Normal,28.945,0
TRX-97468C11,2025-02-09,Medan Distribution,West Rebecca,Diesel Van (Euro 4),Mixed Route,120.4,24.9,Severe Congestion,53.627,0
TRX-48D1B8ED,2025-04-05,Surabaya Warehouse,Mckayville,Diesel Van (Euro 4),Mixed Route,12.1,22.6,High,4.466,0
TRX-1ED32F1E,2025-05-22,Semarang Depot,Rhodesview,Cargo Bicycle,Urban Last Mile,11.4,3.0,High,0.0,1
TRX-95D23512,2025-11-13,Surabaya Warehouse,Taylormouth,Electric Van (EV),Mixed Route,57.9,27.8,Severe Congestion,3.037,1
TRX-9DC061EA,2025-11-19,Medan Distribution,Morganmouth,Diesel Van (Euro 4),Mixed Route,56.8,14.2,High,19.693,0
TRX-FC7FD3B0,2025-12-27,Medan Distribution,Port Michaelville,Heavy Truck,Inter-City,392.0,1302.3,Low,322.554,0
TRX-7CAEFAA1,2025-06-13,Medan Distribution,Paulborough,Cargo Bicycle,Urban Last Mile,11.1,23.3,Severe Congestion,0.0,1
TRX-5E09F65D,2025-11-15,Jakarta Fulfillment Center,Christineview,Diesel Van (Euro 4),Mixed Route,30.4,4.5,Normal,8.569,0
TRX-3956A26A,2025-06-18,Jakarta Fulfillment Center,North Marcberg,Diesel Van (Euro 6),Mixed Route,120.3,24.2,Low,20.803,0
TRX-6E278D80,2025-06-29,Semarang Depot,Port Jodi,Cargo Bicycle,Urban Last Mile,1.2,27.4,Normal,0.0,1
TRX-1525B059,2025-03-13,Makassar Port,Morenomouth,Cargo Bicycle,Urban Last Mile,1.4,12.9,High,0.0,1
TRX-1EEAA454,2025-09-08,Surabaya Warehouse,Osbornebury,Heavy Truck,Inter-City,684.7,2673.4,Normal,624.638,0
TRX-7F9C98F9,2025-07-02,Makassar Port,West Anthonyberg,Motorcycle (Courier),Inter-District,7.0,3.2,Normal,0.609,0
TRX-FFA73E13,2025-11-05,Semarang Depot,Alvaradostad,Heavy Truck,Inter-City,526.1,3951.1,Low,428.433,0
TRX-34356B42,2025-10-11,Jakarta Fulfillment Center,South Bailey,Motorcycle (Courier),Inter-District,21.3,18.6,Normal,2.2,0
TRX-E9AC1D2A,2025-10-26,Surabaya Warehouse,North Laura,Diesel Van (Euro 4),Mixed Route,108.6,9.0,Normal,30.054,0
TRX-D5928709,2025-08-16,Bandung Hub,Timothyhaven,Electric Van (EV),Mixed Route,72.5,6.1,High,4.006,1
TRX-A2A45211,2025-08-02,Jakarta Fulfillment Center,Port Jonathanbury,Electric Van (EV),Mixed Route,54.7,20.9,Normal,2.949,1
TRX-5D0BD563,2025-12-14,Semarang Depot,East Kristi,Drone Delivery,Urban Last Mile,4.9,11.7,Normal,0.038,1
TRX-12DAFC3A,2025-11-12,Bandung Hub,East Mariatown,Motorcycle (Courier),Inter-District,13.7,9.4,Low,1.148,0
TRX-65C63228,2025-11-09,Jakarta Fulfillment Center,Ramosport,Drone Delivery,Urban Last Mile,3.6,7.9,Low,0.023,1
TRX-075AE868,2025-09-24,Surabaya Warehouse,Port Sergioview,Cargo Bicycle,Urban Last Mile,9.9,20.8,Severe Congestion,0.0,1
TRX-ECCB20E4,2025-04-20,Bandung Hub,Lisaview,Electric Van (EV),Mixed Route,22.3,8.2,Normal,1.067,1
TRX-F97FD6D6,2025-05-02,Medan Distribution,South Nicoleport,Drone Delivery,Urban Last Mile,12.4,16.9,Normal,0.109,1
TRX-E9B07D0D,2025-12-23,Surabaya Warehouse,Port Brianhaven,Electric Van (EV),Mixed Route,39.2,2.2,Normal,1.882,1
TRX-7FC35EEE,2025-05-22,Bandung Hub,Laurentown,Motorcycle (Courier),Inter-District,26.7,14.4,Normal,2.677,0
TRX-E4D37860,2025-08-14,Bandung Hub,South Amanda,Diesel Van (Euro 6),Mixed Route,63.0,3.0,Low,11.04,0
TRX-0B4B2713,2025-12-07,Jakarta Fulfillment Center,Youngstad,Motorcycle (Courier),Inter-District,26.9,10.0,Low,2.323,0
TRX-0DD6BCBF,2025-09-29,Surabaya Warehouse,North Jay,Cargo Bicycle,Urban Last Mile,9.1,7.9,Low,0.0,1
TRX-DC0D70AC,2025-05-23,Makassar Port,East Andrewland,Diesel Van (Euro 4),Mixed Route,88.5,15.5,Normal,26.34,0
TRX-E356338F,2025-09-20,Makassar Port,Jameshaven,Drone Delivery,Urban Last Mile,5.6,7.9,High,0.04,1
TRX-BC97239E,2025-12-20,Makassar Port,Tammystad,Heavy Truck,Inter-City,725.2,2644.5,Normal,649.67,0
TRX-FC3C3D61,2025-09-27,Medan Distribution,New Katherine,Electric Van (EV),Mixed Route,106.0,29.9,Low,4.966,1
TRX-D1195515,2025-12-16,Surabaya Warehouse,Brownchester,Drone Delivery,Urban Last Mile,12.1,21.7,Severe Congestion,0.119,1
TRX-C42CF1B7,2025-11-26,Semarang Depot,Bellberg,Heavy Truck,Inter-City,691.1,1791.0,Low,515.22,0
TRX-79761C42,2025-02-11,Semarang Depot,Brianland,Motorcycle (Courier),Inter-District,25.2,8.0,Normal,2.227,0
TRX-3B5492F9,2025-03-05,Bandung Hub,Cliffordfort,Electric Van (EV),Mixed Route,140.5,9.0,Severe Congestion,7.479,1
TRX-FE03D2E1,2025-06-29,Surabaya Warehouse,Lauraville,Motorcycle (Courier),Inter-District,6.9,18.9,High,0.879,0
TRX-363EAF3E,2026-01-02,Makassar Port,Swansonchester,Diesel Van (Euro 6),Mixed Route,102.9,28.9,Normal,20.806,0
TRX-87C71F76,2025-12-25,Bandung Hub,Lake Larry,Drone Delivery,Urban Last Mile,10.1,7.3,Normal,0.064,1
TRX-FBC2F08A,2025-09-06,Bandung Hub,Sanchezchester,Heavy Truck,Inter-City,364.5,4515.4,High,449.257,0
TRX-2AC09F37,2025-09-11,Semarang Depot,Fryside,Drone Delivery,Urban Last Mile,1.6,25.1,Normal,0.018,1
TRX-C8813926,2025-01-21,Makassar Port,New Mary,Motorcycle (Courier),Inter-District,16.2,14.1,Normal,1.73,0
TRX-6B41D688,2025-04-25,Surabaya Warehouse,East Ashley,Cargo Bicycle,Urban Last Mile,9.0,18.9,Normal,0.0,1
TRX-6BD26E73,2025-06-15,Surabaya Warehouse,Lorifort,Diesel Van (Euro 6),Mixed Route,77.8,13.3,High,19.041,0
TRX-143A6A89,2025-08-17,Surabaya Warehouse,Jeffreyberg,Electric Van (EV),Mixed Route,86.9,25.0,Normal,4.063,1
TRX-4C97B0A5,2025-07-04,Medan Distribution,New Nicholas,Electric Van (EV),Mixed Route,60.8,9.7,Normal,3.152,1
TRX-9C29E307,2025-03-15,Bandung Hub,Melissamouth,Cargo Bicycle,Urban Last Mile,14.0,7.5,Low,0.0,1
TRX-77F84890,2025-11-10,Medan Distribution,South Vanessa,Drone Delivery,Urban Last Mile,1.4,2.1,High,0.007,1
TRX-C2172038,2025-08-06,Makassar Port,Erichaven,Cargo Bicycle,Urban Last Mile,14.0,15.6,High,0.0,1
TRX-4822DFE2,2025-06-24,Semarang Depot,East Angelaville,Motorcycle (Courier),Inter-District,23.3,18.5,Severe Congestion,3.582,0
TRX-F98898D4,2025-10-04,Surabaya Warehouse,Ericburgh,Diesel Van (Euro 4),Mixed Route,85.3,9.1,High,33.077,0
TRX-C55C3CCB,2025-11-05,Jakarta Fulfillment Center,North Jennifer,Drone Delivery,Urban Last Mile,6.8,6.2,Low,0.042,1
TRX-EE073B4E,2025-01-12,Semarang Depot,Whiteland,Motorcycle (Courier),Inter-District,22.8,25.9,Normal,2.417,0
TRX-CA9DA63D,2025-07-26,Makassar Port,Fisherfurt,Diesel Van (Euro 6),Mixed Route,105.9,3.4,Low,17.86,0
TRX-5E7714EE,2025-01-05,Medan Distribution,Brewerland,Diesel Van (Euro 4),Mixed Route,20.1,14.1,Normal,5.172,0
TRX-92B4B20A,2025-08-04,Surabaya Warehouse,Lake Jaime,Cargo Bicycle,Urban Last Mile,14.1,11.2,Low,0.0,1
TRX-61A3B776,2025-09-18,Semarang Depot,North Michael,Diesel Van (Euro 4),Mixed Route,35.9,22.6,Low,9.16,0
TRX-A38C6409,2025-04-08,Surabaya Warehouse,Port Kelseyborough,Diesel Van (Euro 6),Mixed Route,69.7,9.9,Severe Congestion,22.324,0
TRX-4974AF83,2025-06-18,Medan Distribution,West Katherineburgh,Motorcycle (Courier),Inter-District,27.1,24.2,High,3.807,0
TRX-A49FA8AB,2025-02-12,Surabaya Warehouse,New Robertport,Electric Van (EV),Mixed Route,41.9,7.6,Normal,2.031,1
TRX-386150B0,2025-07-26,Semarang Depot,East Amandamouth,Drone Delivery,Urban Last Mile,11.3,17.9,Low,0.094,1
TRX-676FDAF6,2025-04-28,Makassar Port,Bryantburgh,Diesel Van (Euro 4),Mixed Route,66.2,8.8,High,24.051,0
TRX-363D3691,2025-03-20,Bandung Hub,New Donaldview,Motorcycle (Courier),Inter-District,18.4,18.2,High,2.448,0
TRX-7B017BA4,2025-03-04,Jakarta Fulfillment Center,Port Laura,Diesel Van (Euro 6),Mixed Route,137.1,14.8,Normal,25.778,0
TRX-A774D332,2025-09-21,Makassar Port,New Amandaburgh,Drone Delivery,Urban Last Mile,10.0,5.0,Low,0.055,1
TRX-C5152416,2025-12-04,Jakarta Fulfillment Center,Donaldberg,Motorcycle (Courier),Inter-District,20.4,2.1,Severe Congestion,3.038,0
TRX-146C885E,2025-10-23,Bandung Hub,Aprilmouth,Cargo Bicycle,Urban Last Mile,1.2,27.1,Normal,0.0,1
TRX-C2FB7593,2025-04-23,Semarang Depot,North Amytown,Motorcycle (Courier),Inter-District,9.4,7.9,High,1.259,0
TRX-75F14F7F,2025-10-02,Semarang Depot,New Nathanielburgh,Diesel Van (Euro 4),Mixed Route,57.7,20.8,High,21.436,0
TRX-19E35D8C,2025-05-30,Bandung Hub,West James,Diesel Van (Euro 6),Mixed Route,142.9,25.9,Normal,26.644,0
TRX-BCFAD8A8,2025-01-09,Makassar Port,Katieville,Diesel Van (Euro 4),Mixed Route,64.0,24.3,High,26.295,0
TRX-27BD6F8D,2025-02-17,Semarang Depot,Gardnerstad,Drone Delivery,Urban Last Mile,12.0,9.7,High,0.085,1
TRX-FB1AA35F,2025-05-17,Medan Distribution,North Elizabeth,Heavy Truck,Inter-City,173.0,586.5,High,191.373,0
TRX-29B1A8F9,2026-01-02,Makassar Port,North Danielfort,Heavy Truck,Inter-City,507.0,3179.6,Low,413.737,0
TRX-581E6141,2025-01-06,Makassar Port,Smithmouth,Heavy Truck,Inter-City,654.6,3940.7,Normal,594.313,0
TRX-3F2D3099,2025-10-04,Medan Distribution,South Blake,Motorcycle (Courier),Inter-District,7.5,23.6,Normal,0.73,0
TRX-3C16065D,2025-11-27,Jakarta Fulfillment Center,Reginastad,Drone Delivery,Urban Last Mile,2.3,25.0,Low,0.022,1
TRX-2B277196,2025-09-19,Surabaya Warehouse,Walshborough,Diesel Van (Euro 6),Mixed Route,23.7,28.8,High,5.747,0
TRX-A7C15CA5,2025-10-10,Makassar Port,Lake Kimberlyville,Diesel Van (Euro 4),Mixed Route,50.5,26.9,Normal,14.691,0
TRX-9B24553C,2025-05-06,Jakarta Fulfillment Center,Owensfort,Cargo Bicycle,Urban Last Mile,3.8,22.8,Low,0.0,1
TRX-84AA763B,2025-02-23,Bandung Hub,Howardmouth,Motorcycle (Courier),Inter-District,24.2,17.8,Low,2.279,0
TRX-E82BEB8F,2025-05-31,Jakarta Fulfillment Center,Lake William,Drone Delivery,Urban Last Mile,4.8,15.0,Severe Congestion,0.045,1
TRX-E212924D,2025-01-07,Jakarta Fulfillment Center,Mcfarlandstad,Electric Van (EV),Mixed Route,96.6,7.9,Normal,4.669,1
TRX-C2E0E282,2025-03-14,Semarang Depot,North Daniel,Diesel Van (Euro 6),Mixed Route,130.7,7.0,High,30.392,0
TRX-624DF4BC,2025-09-28,Semarang Depot,Millerbury,Diesel Van (Euro 6),Mixed Route,80.9,21.3,Normal,14.647,0
TRX-445A56E8,2025-02-19,Jakarta Fulfillment Center,New Jenniferberg,Diesel Van (Euro 4),Mixed Route,25.4,3.6,Normal,6.708,0
TRX-91EA14D6,2025-01-04,Medan Distribution,Williamsburgh,Drone Delivery,Urban Last Mile,11.1,6.0,Low,0.066,1
TRX-B8F93F2B,2025-07-30,Makassar Port,South Jody,Diesel Van (Euro 4),Mixed Route,126.4,23.2,High,47.704,0
TRX-F4523DA9,2025-12-05,Medan Distribution,Michaelville,Drone Delivery,Urban Last Mile,10.6,24.4,High,0.113,1
TRX-84FAA2C7,2025-08-03,Medan Distribution,Elliottstad,Diesel Van (Euro 4),Mixed Route,65.1,7.6,Normal,16.984,0
TRX-079B0243,2025-07-08,Semarang Depot,New Michaelside,Motorcycle (Courier),Inter-District,8.8,19.7,Low,0.793,0
TRX-5836F22D,2025-03-26,Semarang Depot,South Ricky,Motorcycle (Courier),Inter-District,16.2,14.6,Low,1.36,0
TRX-4B17E1FA,2025-02-08,Makassar Port,North Kellyhaven,Heavy Truck,Inter-City,360.8,3643.6,Normal,291.894,0
TRX-EC4F16A8,2025-07-30,Medan Distribution,Port Luis,Cargo Bicycle,Urban Last Mile,13.6,8.4,High,0.0,1
TRX-4D36AF39,2025-02-26,Surabaya Warehouse,Audreyhaven,Cargo Bicycle,Urban Last Mile,12.9,10.7,Normal,0.0,1
TRX-AE4542EA,2025-07-22,Jakarta Fulfillment Center,Port Jenniferbury,Diesel Van (Euro 4),Mixed Route,10.6,4.4,High,3.801,0
TRX-6741F843,2025-03-17,Jakarta Fulfillment Center,West Jose,Drone Delivery,Urban Last Mile,9.8,23.8,Normal,0.097,1
TRX-F441A5B5,2025-10-01,Surabaya Warehouse,New Andreastad,Cargo Bicycle,Urban Last Mile,9.1,9.3,High,0.0,1
TRX-113042F2,2025-10-29,Jakarta Fulfillment Center,Dixonborough,Diesel Van (Euro 4),Mixed Route,132.1,25.0,High,47.512,0
TRX-B7D86EE7,2025-10-31,Surabaya Warehouse,East Tammychester,Heavy Truck,Inter-City,195.6,1919.7,Normal,181.389,0
TRX-758CA133,2025-05-19,Jakarta Fulfillment Center,Williamshaven,Diesel Van (Euro 6),Mixed Route,80.1,23.6,Low,13.425,0
TRX-9D806E3A,2025-06-12,Bandung Hub,Andrewmouth,Diesel Van (Euro 4),Mixed Route,48.1,3.8,Normal,13.154,0
TRX-5E0A32EA,2025-02-04,Makassar Port,Port Jeremiahfort,Diesel Van (Euro 6),Mixed Route,97.4,28.9,Normal,17.501,0
TRX-0BB10871,2025-08-09,Makassar Port,West Darinberg,Drone Delivery,Urban Last Mile,13.7,23.3,High,0.142,1
TRX-93767047,2026-01-01,Surabaya Warehouse,Darrenton,Electric Van (EV),Mixed Route,86.3,8.2,Severe Congestion,4.82,1
TRX-4DD44F05,2026-01-03,Jakarta Fulfillment Center,New Lauriemouth,Cargo Bicycle,Urban Last Mile,5.6,24.8,Normal,0.0,1
TRX-DA19025F,2025-11-29,Medan Distribution,New Kevinstad,Electric Van (EV),Mixed Route,32.1,3.2,High,1.769,1
TRX-ACE692AF,2025-04-02,Bandung Hub,South Jessica,Diesel Van (Euro 4),Mixed Route,141.0,27.9,High,48.748,0
TRX-2CD80FCF,2025-08-07,Medan Distribution,Ellischester,Heavy Truck,Inter-City,253.7,878.3,High,270.267,0
TRX-E91D5848,2025-03-26,Surabaya Warehouse,New Ericborough,Drone Delivery,Urban Last Mile,5.8,3.4,High,0.033,1
TRX-CF6F036B,2025-05-10,Jakarta Fulfillment Center,Melaniefurt,Motorcycle (Courier),Inter-District,10.1,23.3,Normal,1.082,0
TRX-455A080D,2025-10-23,Medan Distribution,Hernandezville,Drone Delivery,Urban Last Mile,4.6,28.3,Normal,0.048,1
TRX-89A630EE,2026-01-01,Jakarta Fulfillment Center,Courtneyshire,Heavy Truck,Inter-City,731.4,3341.7,Low,634.014,0
TRX-490D752A,2025-05-19,Semarang Depot,North Amy,Electric Van (EV),Mixed Route,121.9,22.5,Low,5.862,1
TRX-F5B719DB,2025-11-26,Surabaya Warehouse,North Katherinechester,Diesel Van (Euro 6),Mixed Route,44.0,11.7,High,12.171,0
